	Grid_Score	Grid_vdw	Grid_es	Int_energy
RNAewa_LIGfilip-balloon_mol0030	-44.619637	-44.145390	-0.474246	5.982500
RNAewa_LIGfilip-balloon_mol0031	-50.683231	-47.709492	-2.973740	9.161139
RNAewa_LIGfilip-balloon_mol0032	-46.974579	-43.391567	-3.583010	10.719777
RNAewa_LIGfilip-balloon_mol0033	-46.077827	-45.213242	-0.864585	6.117991
RNAewa_LIGfilip-balloon_mol0034	-49.118607	-47.491913	-1.626693	8.618691
RNAewa_LIGfilip-balloon_mol0035	-48.284924	-45.871033	-2.413892	8.563171
RNAewa_LIGfilip-balloon_mol0036	-51.284634	-48.235733	-3.048901	11.587120
RNAewa_LIGfilip-balloon_mol0037	-49.394226	-47.013329	-2.380896	4.089600
RNAewa_LIGfilip-balloon_mol0038	-48.669659	-46.842789	-1.826869	5.416994
RNAewa_LIGfilip-balloon_mol0039	-48.008144	-46.257698	-1.750448	15.831384
RNAewa_LIGfilip-balloon_mol0040	-49.969181	-46.187252	-3.781928	4.276328
RNAewa_LIGfilip-balloon_mol0041	-43.863590	-42.593826	-1.269764	4.059368
RNAewa_LIGfilip-balloon_mol0042	-46.388344	-45.414883	-0.973461	8.034523
RNAewa_LIGfilip-balloon_mol0043	-52.261986	-51.418827	-0.843160	12.791611
RNAewa_LIGfilip-balloon_mol0044	-52.132702	-50.711544	-1.421159	4.768911
RNAewa_LIGfilip-balloon_mol0045	-44.336956	-42.833500	-1.503455	2.555403
RNAewa_LIGfilip-balloon_mol0046	-44.519989	-43.825680	-0.694310	2.632728
RNAewa_LIGfilip-balloon_mol0047	-43.365036	-40.183601	-3.181436	5.621018
RNAewa_LIGfilip-balloon_mol0048	-50.314331	-48.844723	-1.469609	1.396952
RNAewa_LIGfilip-balloon_mol0049	-43.770317	-43.170532	-0.599784	6.617444
RNAewa_LIGfilip-balloon_mol0050	-41.594086	-41.624321	0.030235	1.892235
RNAewa_LIGfilip-balloon_mol0051	-43.255169	-41.974983	-1.280185	5.854274
RNAewa_LIGfilip-balloon_mol0052	-54.752499	-52.189484	-2.563013	7.735364
RNAewa_LIGfilip-balloon_mol0053	-40.540100	-38.800884	-1.739214	5.982846
RNAewa_LIGfilip-balloon_mol0054	-44.348656	-44.539406	0.190749	3.383321
RNAewa_LIGfilip-balloon_mol0055	-44.001114	-44.575233	0.574121	4.556388
RNAewa_LIGfilip-balloon_mol0056	-42.721687	-39.667362	-3.054325	5.859166
RNAewa_LIGfilip-balloon_mol0057	-48.672237	-47.788067	-0.884172	14.868625
RNAewa_LIGfilip-balloon_mol0058	-43.097912	-41.324211	-1.773700	4.933669
RNAewa_LIGfilip-balloon_mol0059	-44.135281	-44.130028	-0.005253	6.245022
RNAewa_LIGfilip-balloon_mol0060	-50.014397	-47.690105	-2.324289	5.031844
RNAewa_LIGfilip-balloon_mol0061	-44.749660	-41.096485	-3.653176	1.947778
RNAewa_LIGfilip-balloon_mol0062	-41.123989	-39.825409	-1.298581	6.664304
RNAewa_LIGfilip-balloon_mol0063	-51.535725	-49.794724	-1.741001	13.343135
RNAewa_LIGfilip-balloon_mol0064	-49.600121	-50.416477	0.816356	13.956106
RNAewa_LIGfilip-balloon_mol0065	-43.718853	-41.009335	-2.709518	4.826579
RNAewa_LIGfilip-balloon_mol0066	-58.607605	-55.181000	-3.426605	3.442062
RNAewa_LIGfilip-balloon_mol0067	-46.188564	-44.365623	-1.822940	6.872594
RNAewa_LIGfilip-balloon_mol0068	-51.012482	-49.668758	-1.343722	5.813365
RNAewa_LIGfilip-balloon_mol0069	-47.351254	-45.437443	-1.913811	3.842396
RNAewa_LIGfilip-balloon_mol0070	-47.946262	-48.315315	0.369054	6.292875
RNAewa_LIGfilip-balloon_mol0071	-44.490303	-43.797573	-0.692730	4.841965
RNAewa_LIGfilip-balloon_mol0072	-41.831348	-40.926537	-0.904811	5.909450
RNAewa_LIGfilip-balloon_mol0074	-51.880791	-49.634880	-2.245912	4.723670
RNAewa_LIGfilip-balloon_mol0075	-50.423298	-49.554127	-0.869173	3.590316
RNAewa_LIGfilip-balloon_mol0076	-51.261524	-51.081062	-0.180462	5.249959
RNAewa_LIGfilip-balloon_mol0077	-41.771263	-41.117878	-0.653387	8.955294
RNAewa_LIGfilip-balloon_mol0078	-40.841984	-40.097580	-0.744403	5.864949
RNAewa_LIGfilip-balloon_mol0079	-44.172226	-39.078487	-5.093740	5.697262
RNAewa_LIGfilip-balloon_mol0080	-48.947994	-49.527515	0.579522	9.018739
RNAewa_LIGfilip-balloon_mol0081	-47.113220	-44.912571	-2.200648	9.547207
RNAewa_LIGfilip-balloon_mol0082	-48.073318	-48.082912	0.009596	3.564212
RNAewa_LIGfilip-balloon_mol0083	-52.606979	-50.639454	-1.967524	7.479172
RNAewa_LIGfilip-balloon_mol0084	-46.580158	-46.454597	-0.125562	9.566710
RNAewa_LIGfilip-balloon_mol0085	-53.822914	-55.466675	1.643762	7.951458
RNAewa_LIGfilip-balloon_mol0086	-52.482941	-53.188423	0.705484	11.403625
RNAewa_LIGfilip-balloon_mol0087	-47.764523	-43.553371	-4.211152	6.877025
RNAewa_LIGfilip-balloon_mol0088	-50.007172	-49.049263	-0.957909	6.490213
RNAewa_LIGfilip-balloon_mol0089	-47.438801	-44.936413	-2.502386	9.818272
RNAewa_LIGfilip-balloon_mol0090	-41.189129	-40.488323	-0.700805	2.383212
RNAewa_LIGfilip-balloon_mol0091	-46.893639	-46.509579	-0.384062	4.707286
RNAewa_LIGfilip-balloon_mol0092	-41.582058	-40.702175	-0.879884	8.962612
RNAewa_LIGfilip-balloon_mol0093	-44.041229	-43.058781	-0.982449	6.324272
RNAewa_LIGfilip-balloon_mol0094	-44.210262	-42.170265	-2.039995	6.845162
RNAewa_LIGfilip-balloon_mol0095	-51.029808	-50.019585	-1.010222	5.487051
RNAewa_LIGfilip-balloon_mol0096	-47.430710	-46.033329	-1.397379	12.881502
RNAewa_LIGfilip-balloon_mol0097	-41.635616	-41.993420	0.357802	6.110096
RNAewa_LIGfilip-balloon_mol0098	-54.931610	-52.570442	-2.361167	15.271691
RNAewa_LIGfilip-balloon_mol0099	-49.593235	-48.891560	-0.701676	4.896607
RNAewa_LIGfilip-balloon_mol0100	-51.947739	-51.059799	-0.887938	11.431450
RNAewa_LIGfilip-balloon_mol0101	-48.423962	-49.376125	0.952163	6.374362
RNAewa_LIGfilip-balloon_mol0102	-51.918365	-47.427082	-4.491282	8.029406
RNAewa_LIGfilip-balloon_mol0103	-40.424580	-38.781483	-1.643098	3.780387
RNAewa_LIGfilip-balloon_mol0104	-41.145515	-40.171600	-0.973914	10.659522
RNAewa_LIGfilip-balloon_mol0105	-51.631363	-53.331985	1.700624	7.241356
RNAewa_LIGfilip-balloon_mol0106	-47.232380	-45.936001	-1.296379	4.385845
RNAewa_LIGfilip-balloon_mol0107	-45.634354	-43.241478	-2.392874	4.128836
RNAewa_LIGfilip-balloon_mol0108	-52.959347	-53.498116	0.538769	9.154798
RNAewa_LIGfilip-balloon_mol0109	-42.373310	-42.900867	0.527558	9.642916
RNAewa_LIGfilip-balloon_mol0110	-39.392078	-38.911865	-0.480213	3.585885
RNAewa_LIGfilip-balloon_mol0111	-43.694286	-44.712048	1.017761	10.360588
RNAewa_LIGfilip-balloon_mol0112	-44.081020	-42.121490	-1.959529	13.659094
RNAewa_LIGfilip-balloon_mol0113	-51.902534	-52.108208	0.205673	8.142947
RNAewa_LIGfilip-balloon_mol0114	-43.452053	-42.486065	-0.965987	14.195688
RNAewa_LIGfilip-balloon_mol0115	-39.678055	-40.374680	0.696624	7.754015
RNAewa_LIGfilip-balloon_mol0116	-41.708725	-39.143860	-2.564865	7.962353
RNAewa_LIGfilip-balloon_mol0117	-42.942825	-42.663918	-0.278907	7.815356
RNAewa_LIGfilip-balloon_mol0118	-42.903217	-43.294941	0.391725	3.110322
RNAewa_LIGfilip-balloon_mol0119	-41.186466	-40.073017	-1.113449	5.518690
RNAewa_LIGfilip-balloon_mol0120	-50.281841	-49.543812	-0.738028	12.122868
RNAewa_LIGfilip-balloon_mol0121	-43.863052	-42.265484	-1.597567	12.311827
RNAewa_LIGfilip-balloon_mol0122	-54.017906	-52.399525	-1.618383	5.072660
RNAewa_LIGfilip-balloon_mol0123	-49.372959	-49.040768	-0.332190	8.662807
RNAewa_LIGfilip-balloon_mol0124	-43.844158	-41.711716	-2.132441	6.414003
RNAewa_LIGfilip-balloon_mol0125	-43.409866	-39.042210	-4.367657	9.621271
RNAewa_LIGfilip-balloon_mol0126	-58.022854	-57.325867	-0.696988	7.772987
RNAewa_LIGfilip-balloon_mol0127	-47.664536	-48.719524	1.054987	5.569340
RNAewa_LIGfilip-balloon_mol0128	-44.009026	-43.198959	-0.810066	5.079090
RNAewa_LIGfilip-balloon_mol0129	-45.213707	-43.309242	-1.904464	10.563449
RNAewa_LIGfilip-balloon_mol0130	-47.992729	-45.718029	-2.274702	8.040286
RNAewa_LIGfilip-balloon_mol0131	-50.792011	-50.395756	-0.396255	9.887266
RNAewa_LIGfilip-balloon_mol0132	-42.911999	-40.005730	-2.906268	2.995435
RNAewa_LIGfilip-balloon_mol0133	-52.114471	-50.852875	-1.261597	10.738077
RNAewa_LIGfilip-balloon_mol0134	-60.308197	-57.905632	-2.402566	8.048647
RNAewa_LIGfilip-balloon_mol0135	-50.411842	-49.475857	-0.935984	12.592438
RNAewa_LIGfilip-balloon_mol0136	-41.188095	-39.288803	-1.899292	7.151397
RNAewa_LIGfilip-balloon_mol0137	-44.699787	-43.227913	-1.471876	3.766353
RNAewa_LIGfilip-balloon_mol0138	-56.893475	-56.437737	-0.455738	6.378823
RNAewa_LIGfilip-balloon_mol0139	-39.894440	-39.239170	-0.655270	10.027194
RNAewa_LIGfilip-balloon_mol0140	-57.146385	-57.173103	0.026720	7.044049
RNAewa_LIGfilip-balloon_mol0141	-41.252663	-41.600319	0.347657	4.028751
RNAewa_LIGfilip-balloon_mol0142	-51.969627	-49.658375	-2.311254	14.777203
RNAewa_LIGfilip-balloon_mol0143	-45.584671	-43.129761	-2.454911	11.037910
RNAewa_LIGfilip-balloon_mol0144	-41.141735	-38.219059	-2.922677	4.797041
RNAewa_LIGfilip-balloon_mol0145	-42.593269	-39.399872	-3.193399	5.321394
RNAewa_LIGfilip-balloon_mol0146	-41.977787	-41.457031	-0.520754	5.463336
RNAewa_LIGfilip-balloon_mol0147	-40.940739	-38.900639	-2.040100	3.979058
RNAewa_LIGfilip-balloon_mol0148	-50.645966	-51.093109	0.447143	12.122934
RNAewa_LIGfilip-balloon_mol0149	-43.345230	-42.702095	-0.643136	5.935916
RNAewa_LIGfilip-balloon_mol0150	-42.478123	-39.526253	-2.951871	7.931286
RNAewa_LIGfilip-balloon_mol0151	-42.859955	-42.198421	-0.661534	6.962555
RNAewa_LIGfilip-balloon_mol0152	-38.219528	-37.636215	-0.583313	5.914241
RNAewa_LIGfilip-balloon_mol0153	-45.231968	-43.722744	-1.509225	9.950293
RNAewa_LIGfilip-balloon_mol0154	-53.767475	-51.324581	-2.442894	8.467665
RNAewa_LIGfilip-balloon_mol0155	-50.259956	-48.767620	-1.492335	8.089554
RNAewa_LIGfilip-balloon_mol0156	-48.099384	-47.092438	-1.006946	11.657437
RNAewa_LIGfilip-balloon_mol0157	-53.295357	-50.970486	-2.324872	6.434203
RNAewa_LIGfilip-balloon_mol0158	-46.891388	-46.775959	-0.115427	5.608609
RNAewa_LIGfilip-balloon_mol0159	-53.690109	-54.027832	0.337721	8.219692
RNAewa_LIGfilip-balloon_mol0160	-46.115330	-43.129028	-2.986300	4.664319
RNAewa_LIGfilip-balloon_mol0161	-48.708443	-46.859104	-1.849340	16.886568
RNAewa_LIGfilip-balloon_mol0162	-42.904221	-41.768108	-1.136111	4.695424
RNAewa_LIGfilip-balloon_mol0163	-41.150558	-37.298717	-3.851840	1.925830
RNAewa_LIGfilip-balloon_mol0164	-53.566799	-51.870350	-1.696447	8.311366
RNAewa_LIGfilip-balloon_mol0165	-41.120842	-41.305698	0.184857	11.210102
RNAewa_LIGfilip-balloon_mol0166	-49.161144	-47.462093	-1.699052	10.061037
RNAewa_LIGfilip-balloon_mol0167	-40.383053	-37.723389	-2.659664	3.070594
RNAewa_LIGfilip-balloon_mol0168	-49.383312	-49.286816	-0.096498	16.577475
RNAewa_LIGfilip-balloon_mol0169	-47.360699	-43.314186	-4.046514	5.822900
RNAewa_LIGfilip-balloon_mol0170	-45.961941	-43.896706	-2.065236	4.666018
RNAewa_LIGfilip-balloon_mol0171	-43.039024	-41.544228	-1.494798	3.489995
RNAewa_LIGfilip-balloon_mol0172	-47.514854	-45.803791	-1.711062	4.484109
RNAewa_LIGfilip-balloon_mol0173	-50.988453	-50.482597	-0.505855	7.544604
RNAewa_LIGfilip-balloon_mol0174	-40.985989	-37.016327	-3.969662	7.789048
RNAewa_LIGfilip-balloon_mol0175	-41.158157	-38.977795	-2.180361	4.104990
RNAewa_LIGfilip-balloon_mol0176	-56.380684	-55.093693	-1.286990	9.575404
RNAewa_LIGfilip-balloon_mol0177	-46.009922	-43.792755	-2.217167	5.395240
RNAewa_LIGfilip-balloon_mol0178	-46.415737	-45.780903	-0.634835	8.347499
RNAewa_LIGfilip-balloon_mol0179	-43.801704	-41.727879	-2.073827	4.475138
RNAewa_LIGfilip-balloon_mol0180	-41.917606	-39.609203	-2.308404	6.679727
RNAewa_LIGfilip-balloon_mol0181	-47.423195	-44.932709	-2.490485	3.170052
RNAewa_LIGfilip-balloon_mol0182	-41.216579	-37.521713	-3.694867	8.873566
RNAewa_LIGfilip-balloon_mol0183	-57.118153	-53.737331	-3.380820	14.195325
RNAewa_LIGfilip-balloon_mol0184	-53.072723	-50.148270	-2.924454	3.704546
RNAewa_LIGfilip-balloon_mol0185	-41.000504	-39.071972	-1.928531	6.088958
RNAewa_LIGfilip-balloon_mol0186	-42.958111	-41.092075	-1.866034	6.532524
RNAewa_LIGfilip-balloon_mol0187	-50.642097	-48.669926	-1.972174	9.961586
RNAewa_LIGfilip-balloon_mol0188	-42.919098	-38.488808	-4.430290	11.446026
RNAewa_LIGfilip-balloon_mol0189	-42.628632	-41.196770	-1.431861	6.609877
RNAewa_LIGfilip-balloon_mol0190	-55.826767	-54.353054	-1.473715	7.381507
RNAewa_LIGfilip-balloon_mol0191	-51.122707	-51.011776	-0.110932	17.247789
RNAewa_LIGfilip-balloon_mol0192	-45.025608	-41.570564	-3.455043	4.995832
RNAewa_LIGfilip-balloon_mol0193	-45.726509	-43.152985	-2.573525	6.226409
RNAewa_LIGfilip-balloon_mol0194	-41.500946	-40.269157	-1.231789	10.893226
RNAewa_LIGfilip-balloon_mol0195	-37.642429	-33.897400	-3.745031	6.012092
RNAewa_LIGfilip-balloon_mol0196	-42.073467	-38.148399	-3.925069	7.747705
RNAewa_LIGfilip-balloon_mol0197	-40.081631	-36.799454	-3.282177	9.674476
RNAewa_LIGfilip-balloon_mol0198	-49.848320	-50.500744	0.652425	15.986924
RNAewa_LIGfilip-balloon_mol0199	-49.146355	-48.468826	-0.677530	11.578254
RNAewa_LIGfilip-balloon_mol0200	-43.651684	-43.619080	-0.032603	3.441748
RNAewa_LIGfilip-balloon_mol0201	-41.291058	-38.356339	-2.934718	8.367909
RNAewa_LIGfilip-balloon_mol0202	-41.549515	-39.736687	-1.812828	9.638952
RNAewa_LIGfilip-balloon_mol0203	-41.994865	-41.574612	-0.420255	18.978920
RNAewa_LIGfilip-balloon_mol0204	-47.998260	-42.860310	-5.137949	10.496331
RNAewa_LIGfilip-balloon_mol0205	-50.832867	-49.641808	-1.191060	3.320799
RNAewa_LIGfilip-balloon_mol0206	-47.036781	-43.450249	-3.586532	4.856787
RNAewa_LIGfilip-balloon_mol0207	-39.232712	-39.331459	0.098749	9.025651
RNAewa_LIGfilip-balloon_mol0208	-44.234859	-41.826382	-2.408478	10.185820
RNAewa_LIGfilip-balloon_mol0209	-47.621311	-45.719627	-1.901685	4.283689
RNAewa_LIGfilip-balloon_mol0210	-55.093124	-52.844749	-2.248375	8.665570
RNAewa_LIGfilip-balloon_mol0211	-48.991211	-47.287601	-1.703611	11.403127
RNAewa_LIGfilip-balloon_mol0212	-57.266781	-56.712921	-0.553859	17.407999
RNAewa_LIGfilip-balloon_mol0213	-39.273365	-36.971851	-2.301515	8.412427
RNAewa_LIGfilip-balloon_mol0214	-55.466568	-56.550335	1.083768	8.281996
RNAewa_LIGfilip-balloon_mol0215	-49.296898	-48.040535	-1.256362	5.408882
RNAewa_LIGfilip-balloon_mol0216	-51.218765	-53.044708	1.825944	9.627328
RNAewa_LIGfilip-balloon_mol0217	-38.978722	-37.791431	-1.187292	2.379532
RNAewa_LIGfilip-balloon_mol0218	-51.123890	-50.228771	-0.895118	8.793651
RNAewa_LIGfilip-balloon_mol0219	-42.007919	-40.895107	-1.112811	3.527310
RNAewa_LIGfilip-balloon_mol0220	-48.304195	-44.139843	-4.164351	12.028575
RNAewa_LIGfilip-balloon_mol0221	-54.675785	-51.662930	-3.012854	17.801695
RNAewa_LIGfilip-balloon_mol0222	-49.879139	-48.568634	-1.310505	10.973024
RNAewa_LIGfilip-balloon_mol0223	-42.995274	-40.501534	-2.493739	7.212387
RNAewa_LIGfilip-balloon_mol0224	-50.685898	-50.043041	-0.642858	4.574717
RNAewa_LIGfilip-balloon_mol0225	-52.111809	-52.357067	0.245257	2.711489
RNAewa_LIGfilip-balloon_mol0226	-45.827072	-45.615761	-0.211311	4.363968
RNAewa_LIGfilip-balloon_mol0227	-50.659916	-47.200134	-3.459780	4.056904
RNAewa_LIGfilip-balloon_mol0228	-37.422127	-36.968620	-0.453508	4.652135
RNAewa_LIGfilip-balloon_mol0229	-52.923958	-50.540806	-2.383150	8.621043
RNAewa_LIGfilip-balloon_mol0230	-49.582245	-46.304409	-3.277836	7.073533
RNAewa_LIGfilip-balloon_mol0231	-42.954899	-40.163628	-2.791271	10.502475
RNAewa_LIGfilip-balloon_mol0232	-54.329334	-52.060043	-2.269290	17.429173
RNAewa_LIGfilip-balloon_mol0233	-48.724133	-46.842075	-1.882059	7.815346
RNAewa_LIGfilip-balloon_mol0234	-43.935768	-43.504227	-0.431541	7.448451
RNAewa_LIGfilip-balloon_mol0235	-42.195431	-41.050365	-1.145067	7.813138
RNAewa_LIGfilip-balloon_mol0236	-37.229637	-37.022125	-0.207512	8.837137
RNAewa_LIGfilip-balloon_mol0237	-39.991344	-41.215740	1.224396	1.858479
RNAewa_LIGfilip-balloon_mol0238	-47.157593	-43.878498	-3.279096	5.097246
RNAewa_LIGfilip-balloon_mol0239	-52.905727	-51.570618	-1.335111	10.516644
RNAewa_LIGfilip-balloon_mol0240	-58.949833	-57.346817	-1.603016	11.029162
RNAewa_LIGfilip-balloon_mol0241	-41.987259	-41.197300	-0.789960	8.077928
RNAewa_LIGfilip-balloon_mol0242	-39.194511	-38.084229	-1.110284	7.539961
RNAewa_LIGfilip-balloon_mol0243	-44.437565	-40.397514	-4.040050	5.721411
RNAewa_LIGfilip-balloon_mol0244	-58.534550	-54.459484	-4.075065	7.239471
RNAewa_LIGfilip-balloon_mol0245	-56.176563	-54.306873	-1.869691	7.971841
RNAewa_LIGfilip-balloon_mol0246	-43.913227	-44.350140	0.436912	8.738710
RNAewa_LIGfilip-balloon_mol0247	-41.504562	-41.178631	-0.325930	4.852705
RNAewa_LIGfilip-balloon_mol0248	-40.877571	-37.083904	-3.793665	8.995585
RNAewa_LIGfilip-balloon_mol0249	-45.410694	-42.370056	-3.040640	8.747350
RNAewa_LIGfilip-balloon_mol0250	-39.391254	-37.301437	-2.089818	11.437734
RNAewa_LIGfilip-balloon_mol0251	-49.275696	-48.643253	-0.632442	6.715607
RNAewa_LIGfilip-balloon_mol0252	-49.260338	-46.284122	-2.976216	7.850040
RNAewa_LIGfilip-balloon_mol0253	-43.989281	-41.388836	-2.600444	6.481827
RNAewa_LIGfilip-balloon_mol0254	-56.210022	-56.920738	0.710717	5.144781
RNAewa_LIGfilip-balloon_mol0255	-37.380074	-36.582035	-0.798037	7.968864
RNAewa_LIGfilip-balloon_mol0256	-39.143776	-38.739258	-0.404519	9.628081
RNAewa_LIGfilip-balloon_mol0257	-47.483543	-43.986786	-3.496759	11.573155
RNAewa_LIGfilip-balloon_mol0258	-54.439415	-51.485508	-2.953907	14.674859
RNAewa_LIGfilip-balloon_mol0259	-52.768688	-52.862381	0.093692	10.112884
RNAewa_LIGfilip-balloon_mol0260	-42.917934	-40.532879	-2.385054	6.456465
RNAewa_LIGfilip-balloon_mol0261	-41.485939	-41.701675	0.215738	8.115805
RNAewa_LIGfilip-balloon_mol0262	-41.514053	-40.666821	-0.847232	6.269451
RNAewa_LIGfilip-balloon_mol0263	-42.649471	-39.742020	-2.907451	6.791460
RNAewa_LIGfilip-balloon_mol0264	-40.676933	-36.286518	-4.390413	3.751225
RNAewa_LIGfilip-balloon_mol0265	-50.705330	-47.439766	-3.265566	8.514503
RNAewa_LIGfilip-balloon_mol0266	-37.543320	-37.411282	-0.132039	4.547030
RNAewa_LIGfilip-balloon_mol0267	-58.133247	-55.504025	-2.629222	10.098926
RNAewa_LIGfilip-balloon_mol0268	-53.365395	-51.897854	-1.467539	13.530058
RNAewa_LIGfilip-balloon_mol0269	-46.256710	-44.341156	-1.915553	6.797374
RNAewa_LIGfilip-balloon_mol0270	-42.294601	-41.592087	-0.702515	8.841414
RNAewa_LIGfilip-balloon_mol0271	-51.466187	-51.295891	-0.170297	8.065999
RNAewa_LIGfilip-balloon_mol0272	-55.164326	-53.942833	-1.221492	8.550736
RNAewa_LIGfilip-balloon_mol0273	-38.858688	-35.628284	-3.230403	4.126218
RNAewa_LIGfilip-balloon_mol0274	-41.083652	-36.717808	-4.365845	5.073433
RNAewa_LIGfilip-balloon_mol0275	-37.022392	-33.979916	-3.042475	7.039351
RNAewa_LIGfilip-balloon_mol0276	-43.222973	-40.900318	-2.322656	4.820788
RNAewa_LIGfilip-balloon_mol0277	-41.607304	-39.761215	-1.846088	4.125480
RNAewa_LIGfilip-balloon_mol0278	-47.725842	-46.592049	-1.133793	3.758451
RNAewa_LIGfilip-balloon_mol0279	-40.833317	-38.121758	-2.711560	5.080230
RNAewa_LIGfilip-balloon_mol0280	-47.111588	-45.707024	-1.404564	8.420230
RNAewa_LIGfilip-balloon_mol0281	-41.145367	-39.639099	-1.506266	7.112647
RNAewa_LIGfilip-balloon_mol0282	-53.297680	-50.399590	-2.898091	15.964393
RNAewa_LIGfilip-balloon_mol0283	-55.404549	-52.029343	-3.375204	16.086628
RNAewa_LIGfilip-balloon_mol0284	-47.620083	-47.737507	0.117424	5.643235
RNAewa_LIGfilip-balloon_mol0285	-55.636887	-56.872547	1.235660	9.905953
RNAewa_LIGfilip-balloon_mol0286	-41.678654	-37.571545	-4.107108	9.176994
RNAewa_LIGfilip-balloon_mol0287	-58.577400	-58.143120	-0.434280	11.262417
RNAewa_LIGfilip-balloon_mol0288	-54.531090	-52.616493	-1.914596	17.681093
RNAewa_LIGfilip-balloon_mol0289	-42.777065	-40.206646	-2.570418	6.249334
RNAewa_LIGfilip-balloon_mol0290	-44.426384	-45.392841	0.966459	9.413332
RNAewa_LIGfilip-balloon_mol0291	-50.012905	-48.836777	-1.176127	12.272284
RNAewa_LIGfilip-balloon_mol0292	-37.946117	-35.241035	-2.705081	10.721704
RNAewa_LIGfilip-balloon_mol0293	-50.736301	-46.083832	-4.652471	10.289933
RNAewa_LIGfilip-balloon_mol0294	-43.462067	-41.147099	-2.314968	6.563203
RNAewa_LIGfilip-balloon_mol0295	-41.632484	-42.287971	0.655486	7.902026
RNAewa_LIGfilip-balloon_mol0296	-44.727448	-41.826191	-2.901258	10.458264
RNAewa_LIGfilip-balloon_mol0297	-39.670357	-34.242905	-5.427454	8.299749
RNAewa_LIGfilip-balloon_mol0298	-48.268345	-48.152336	-0.116009	8.179960
RNAewa_LIGfilip-balloon_mol0299	-38.818714	-38.585258	-0.233454	21.446899
RNAewa_LIGfilip-balloon_mol0300	-45.865456	-46.145473	0.280018	5.269652
RNAewa_LIGfilip-balloon_mol0301	-47.517689	-46.023235	-1.494452	2.025486
RNAewa_LIGfilip-balloon_mol0302	-41.255566	-42.376251	1.120685	7.098631
RNAewa_LIGfilip-balloon_mol0303	-42.580791	-38.709213	-3.871578	3.779339
RNAewa_LIGfilip-balloon_mol0304	-40.319515	-36.740093	-3.579424	1.679096
RNAewa_LIGfilip-balloon_mol0305	-57.743793	-55.156204	-2.587588	8.847949
RNAewa_LIGfilip-balloon_mol0306	-43.673508	-39.869385	-3.804121	9.654649
RNAewa_LIGfilip-balloon_mol0307	-37.775280	-33.955547	-3.819732	4.228312
RNAewa_LIGfilip-balloon_mol0308	-44.133118	-40.896553	-3.236564	3.178221
RNAewa_LIGfilip-balloon_mol0309	-41.062416	-40.113300	-0.949118	6.571736
RNAewa_LIGfilip-balloon_mol0310	-45.006672	-42.287922	-2.718749	6.823720
RNAewa_LIGfilip-balloon_mol0311	-35.972778	-35.041199	-0.931579	4.524208
